observation_url,id,row_id,username,license,license_url,lat,lng,geoprivacy,hotspot,event,observed,country,county,state,municipality,postcode,observation_notes,___Arthropod_group,___Bug_photoshoot,___Arthropod_taxon,___Quantity,___Body_length_(mm),___Developmental_stage,___Activity,___Review_(Admin_Only),___Host_plant_phenology,___Host_plant_species,___Is_the_host_plant_wet_,___Host_plant_photoshoot,___Survey_method,___Time_of_survey,___Survey_duration_(mn),__Host_folivory_type_(pick_all_that_applies),__Weather,____Temperature_(C),____Windspeed__Beaufort_Scale_,___Host_folivory_score,_____Species_ID_confidence_level_(for_set_of_records)_(%),___Humidity_(%),__Track_type,__Sign_of_activity_,___Track_photoshoot,___Curator_s_Notes_(Admin_Only),Image 1,________Expertise_level_(for_this_set_of_records),Image 2
"https://www.anecdata.org/posts/view/264799","264799","610393","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.286626,-71.241156,"true","","","2024-06-14 09:52:58+0000","United States","Middlesex County","Massachusetts","Newton",null,"I couldn't really tell where one plant ended and another began so I'm counting them all as one observation","True Bugs","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374016_JPEG_20240614_095506_1450414093394697303-jpg-1.jpeg","","1","7","","","","Open flowers","Leucanthemum (daisy)","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374007_1000002858-1718373194061-jpeg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264799","264799","610394","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.286626,-71.241156,"true","","","2024-06-14 09:52:58+0000","United States","Middlesex County","Massachusetts","Newton",null,"I couldn't really tell where one plant ended and another began so I'm counting them all as one observation","Cicadas, Leafhoppers, and Treehoppers","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374018_JPEG_20240614_095604_274781579399791384-jpg-1.jpeg","","1","7","","","","Open flowers","Leucanthemum (daisy)","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374007_1000002858-1718373194061-jpeg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264799","264799","610395","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.286626,-71.241156,"true","","","2024-06-14 09:52:58+0000","United States","Middlesex County","Massachusetts","Newton",null,"I couldn't really tell where one plant ended and another began so I'm counting them all as one observation","True Bugs","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374021_JPEG_20240614_095803_6043889974774868946-jpg-1.jpeg","","1","6","","Moving","","Open flowers","Leucanthemum (daisy)","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374007_1000002858-1718373194061-jpeg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264799","264799","610396","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.286626,-71.241156,"true","","","2024-06-14 09:52:58+0000","United States","Middlesex County","Massachusetts","Newton",null,"I couldn't really tell where one plant ended and another began so I'm counting them all as one observation","Spiders","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374028_JPEG_20240614_095852_4976194058719215066-jpg-1.jpeg","","1","6","","Vigilant","","Open flowers","Leucanthemum (daisy)","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374007_1000002858-1718373194061-jpeg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264799","264799","610397","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.286626,-71.241156,"true","","","2024-06-14 09:52:58+0000","United States","Middlesex County","Massachusetts","Newton",null,"I couldn't really tell where one plant ended and another began so I'm counting them all as one observation","Flies","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374032_JPEG_20240614_100005_4828058963014069772-jpg-1.jpeg","","1","8","Adult","Foraging","","Open flowers","Leucanthemum (daisy)","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374007_1000002858-1718373194061-jpeg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264799","264799","610398","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.286626,-71.241156,"true","","","2024-06-14 09:52:58+0000","United States","Middlesex County","Massachusetts","Newton",null,"I couldn't really tell where one plant ended and another began so I'm counting them all as one observation","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374035_JPEG_20240614_100356_7530614989476122567-jpg-1.jpeg","","1","14","Adult","Foraging","","Open flowers","Leucanthemum (daisy)","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374007_1000002858-1718373194061-jpeg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264796","264796","610386","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.339507,-71.104221,"true","","","2024-06-14 09:42:01+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Flies","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718372881_1000029575-1718372677612-jpeg-1.jpeg","Toxomerus","1","4","Adult","Feeding","","Flowers or flower buds // Open flowers // Mature leaf","Coreopsis lanceolata (lanceleaf tickseed)","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718372880_1000029571-1718372534978-jpeg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264796","264796","610387","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.339507,-71.104221,"true","","","2024-06-14 09:42:01+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718372882_1000029583-1718372723975-jpeg-1.jpeg","Apis mellifera (honey bee)","1","14","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Coreopsis lanceolata (lanceleaf tickseed)","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718372880_1000029571-1718372534978-jpeg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264796","264796","610388","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.339507,-71.104221,"true","","","2024-06-14 09:42:01+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718372884_1000029562-1718372775745-jpeg-1.jpeg,/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718372886_1000029560-1718372776788-jpeg-1.jpeg","Agapostemon virescens","1","7","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Coreopsis lanceolata (lanceleaf tickseed)","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718372880_1000029571-1718372534978-jpeg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264796","264796","610389","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.339507,-71.104221,"true","","","2024-06-14 09:42:01+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718372887_1000029578-1718372839636-jpeg-1.jpeg","Hylaeus","1","5","Adult","Feeding","","Flowers or flower buds // Open flowers // Mature leaf","Coreopsis lanceolata (lanceleaf tickseed)","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718372880_1000029571-1718372534978-jpeg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264786","264786","610375","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.246171,-71.19339,"true","","","2024-06-14 08:58:58+0000","United States","Middlesex County","Massachusetts","Newton",null,"","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718370342_JPEG_20240614_085926_3765280512917722889-jpg-1.jpeg,/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718370349_JPEG_20240614_090040_2868903075151392799-jpg-1.jpeg","Lasioglossum","2","16","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Viburnum (viburnum)","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718370336_JPEG_20240614_085902_6462196703058459645-jpg-1.jpeg","Walking","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264786","264786","610376","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.246171,-71.19339,"true","","","2024-06-14 08:58:58+0000","United States","Middlesex County","Massachusetts","Newton",null,"","Beetles","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718370354_JPEG_20240614_090346_6947987930429037260-jpg-1.jpeg","","1","4","Adult","Resting","","Flowers or flower buds // Open flowers // Mature leaf","Viburnum (viburnum)","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718370336_JPEG_20240614_085902_6462196703058459645-jpg-1.jpeg","Walking","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264734","264734","610315","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.237234,-71.255501,"true","","","2024-06-13 16:39:07+0000","United States","Middlesex County","Massachusetts","Newton",null,"","Beetles","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718311316_JPEG_20240613_163916_5761199792938135208-jpg-1.jpeg,/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718311318_JPEG_20240613_163930_7805353416133763357-jpg-1.jpeg","","2","10","Adult","Moving","","Open flowers // Mature leaf","Rosa multiflora (multiflora rose)","No","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718311315_1000002584-1718311223312-jpeg-1.jpeg","Incidental","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264690","264690","610209","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.480143,-71.156372,"true","","","2024-06-13 11:00:12+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718291148_1000029495-1718290898114-jpeg-1.jpeg","Agapostemon virescens","1","8","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Coreopsis lanceolata (lanceleaf tickseed)","No","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718291147_1000029462-1718290829972-jpeg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264690","264690","610210","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.480143,-71.156372,"true","","","2024-06-13 11:00:12+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718291148_1000029487-1718290964292-jpeg-1.jpeg","Halictus","1","7","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Coreopsis lanceolata (lanceleaf tickseed)","No","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718291147_1000029462-1718290829972-jpeg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264690","264690","610211","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.480143,-71.156372,"true","","","2024-06-13 11:00:12+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718291149_1000029488-1718291015703-jpeg-1.jpeg","Hylaeus","1","4","Adult","Moving","","Flowers or flower buds // Open flowers // Mature leaf","Coreopsis lanceolata (lanceleaf tickseed)","No","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718291147_1000029462-1718290829972-jpeg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264690","264690","610212","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.480143,-71.156372,"true","","","2024-06-13 11:00:12+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Ants","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718291150_1000029489-1718291088514-jpeg-1.jpeg","Camponotus","1","8","Adult","Moving","","Flowers or flower buds // Open flowers // Mature leaf","Coreopsis lanceolata (lanceleaf tickseed)","No","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718291147_1000029462-1718290829972-jpeg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264689","264689","610208","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.511607,-71.218417,"true","","","2024-06-13 10:07:20+0000","United States","Middlesex County","Massachusetts","Woburn","`01801","","Bees, Wasps, and Sawflies","","Cynipidae (cynipid gall wasps)","2","","","","","Fruiting // Mature leaf","Quercus ilicifolia (bear oak)","No","","Incidental","","","","","","","","","","Gall","Yes","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718287758_1034933935-1718287724015-jpeg-1.jpeg,/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718287760_495454518-1718287724276-jpeg-1.jpeg","","","",""
"https://www.anecdata.org/posts/view/264688","264688","610207","dunja","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.429507,-71.185495,"true","","","2024-06-13 10:02:20+0000","United States","Middlesex County","Massachusetts","Woburn","`01801","","Flies","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718287575_photo-3-jpg-1.jpeg,/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718287576_photo-4-jpg-1.jpeg,/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718287580_photo-5-jpg-1.jpeg","","1","5","Adult","Resting","","Fruiting // Mature leaf","Quercus ilicifolia (bear oak)","No","","Incidental","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264686","264686","610205","dunja","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.476454,-71.120462,"true","","","2024-06-13 09:56:26+0000","United States","Middlesex County","Massachusetts","Malden","`02148","","Beetles","/img/uploads/posts/2024-06-13/_apu_2024-06-13_666b124306aab_apu_2024-06-13_1718287169_photo-1-jpg-1-jpeg.jpeg","Harmonia axyridis","1","6","Adult","Moving","Reviewed (CO): Set arthropod to sp from text input","Fruiting // Mature leaf","Quercus ilicifolia (bear oak)","No","","Incidental","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264664","264664","610091","kathleenshea","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.389819,-71.218027,"true","","","2024-06-12 21:07:24+0000","United States","Middlesex","Massachusetts","Cambridge",null,"","Beetles","/img/uploads/posts/2024-06-12/_apu_2024-06-12_666a33c789913pick_1718227198376_1000017453.jpg","Harmonia axyridis","1","9","Larva or caterpillar","Feeding","Reviewed (CO): Set to sp from text input","Mature leaf","Prunus serotina (black cherry)","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_666a12f74dd3bpick_1718227156190_1000017449.jpg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264664","264664","610092","kathleenshea","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.389819,-71.218027,"true","","","2024-06-12 21:07:24+0000","United States","Middlesex","Massachusetts","Cambridge",null,"","Lacewings and Owlflies","/img/uploads/posts/2024-06-12/_apu_2024-06-12_666a33c947489pick_1718227403386_1000017455.jpg","Chrysoperla","1","11","Larva or caterpillar","Being preyed upon","Sp. ID in progress","Mature leaf","Prunus serotina (black cherry)","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_666a12f74dd3bpick_1718227156190_1000017449.jpg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264664","264664","610093","kathleenshea","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.389819,-71.218027,"true","","","2024-06-12 21:07:24+0000","United States","Middlesex","Massachusetts","Cambridge",null,"","Grasshoppers, Crickets, and Katydids","/img/uploads/posts/2024-06-12/_apu_2024-06-12_666a33cd1350apick_1718227432645_1000017450.jpg","Maconema","1","8","Nymph","Resting","","Mature leaf","Prunus serotina (black cherry)","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_666a12f74dd3bpick_1718227156190_1000017449.jpg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264664","264664","610094","kathleenshea","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.389819,-71.218027,"true","","","2024-06-12 21:07:24+0000","United States","Middlesex","Massachusetts","Cambridge",null,"","Spiders","/img/uploads/posts/2024-06-12/_apu_2024-06-12_666a33ce6ecc3pick_1718227512675_1000017458.jpg,/img/uploads/posts/2024-06-12/_apu_2024-06-12_666a33d6044d7pick_1718227516905_1000017457.jpg,/img/uploads/posts/2024-06-12/_apu_2024-06-12_666a33d787e35pick_1718227520959_1000017456.jpg","Maevia","1","6","Adult","Other","","Mature leaf","Prunus serotina (black cherry)","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_666a12f74dd3bpick_1718227156190_1000017449.jpg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264664","264664","610095","kathleenshea","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.389819,-71.218027,"true","","","2024-06-12 21:07:24+0000","United States","Middlesex","Massachusetts","Cambridge",null,"","Cicadas, Leafhoppers, and Treehoppers","/img/uploads/posts/2024-06-12/_apu_2024-06-12_666a33d853f98pick_1718227687680_1000017454.jpg","Deltocephalus","1","4","Nymph","Resting","","Mature leaf","Prunus serotina (black cherry)","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_666a12f74dd3bpick_1718227156190_1000017449.jpg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264659","264659","610052","jamestague","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.300802,-71.15709,"true","","","2024-06-12 17:24:58+0000","United States","Middlesex","Massachusetts","Cambridge",null,"","Spiders","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718228389_559857930-1718227703130-jpeg-1.jpeg","","1","3","Adult","Vigilant","Sp. ID in progress: CO-N: Also corrected host to Securigera varia from Lotus corniculatus | bird's-foot trefoil","Breaking leaf bud // Increasing leaf size // Flowers or flower buds // Mature leaf","Securigera varia (crownvetch)","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718228388_1368726140-1718227522429-jpeg-1.jpeg","Transect","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264659","264659","610053","jamestague","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.300802,-71.15709,"true","","","2024-06-12 17:24:58+0000","United States","Middlesex","Massachusetts","Cambridge",null,"","True Bugs","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718228390_1302618016-1718228218968-jpeg-1.jpeg","Miridae (jumping tree bugs)","1","3","Adult","Vigilant","Sp. ID in progress: CO-N: Set taxon to family","Breaking leaf bud // Increasing leaf size // Flowers or flower buds // Mature leaf","Securigera varia (crownvetch)","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718228388_1368726140-1718227522429-jpeg-1.jpeg","Transect","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264659","264659","610054","jamestague","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.300802,-71.15709,"true","","","2024-06-12 17:24:58+0000","United States","Middlesex","Massachusetts","Cambridge",null,"","Spiders","/img/uploads/posts/2024-06-13/_apu_2024-06-13_666ada0c001bd20240612_172040-jpg.jpeg","Leaf bug","1","3","Adult","Vigilant","Sp. ID in progress","Breaking leaf bud // Increasing leaf size // Flowers or flower buds // Mature leaf","Securigera varia (crownvetch)","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718228388_1368726140-1718227522429-jpeg-1.jpeg","Transect","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264657","264657","610020","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.484512,-71.182496,"true","","","2024-06-12 17:14:49+0000","United States","Middlesex","Massachusetts","Cambridge",null,"","Unidentified","","","1","","","","","Mature leaf","Quercus (oak)","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718227206_JPEG_20240612_171452_4618532291738438827-jpg-1.jpeg","Area search","","","","","","","","","","Cocoon","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718227210_JPEG_20240612_171527_2182402469759331361-jpg-1.jpeg","","","",""
"https://www.anecdata.org/posts/view/264656","264656","610018","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.322176,-71.099757,"true","","","2024-06-12 17:06:30+0000","United States","Middlesex","Massachusetts","Cambridge",null,"","Beetles","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718226784_JPEG_20240612_170739_6571313040822670835-jpg-1.jpeg","","1","4","Adult","","","Increasing leaf size // Flowers or flower buds // Open flowers // Mature leaf","Lotus corniculatus (bird's-foot trefoil)","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718226784_JPEG_20240612_170634_642166238413384396-jpg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264656","264656","610019","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.322176,-71.099757,"true","","","2024-06-12 17:06:30+0000","United States","Middlesex","Massachusetts","Cambridge",null,"","True Bugs","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718226785_JPEG_20240612_170904_5454430173848123557-jpg-1.jpeg,/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718226786_JPEG_20240612_171206_8421875003475162937-jpg-1.jpeg","","1","20","","","","Increasing leaf size // Flowers or flower buds // Open flowers // Mature leaf","Lotus corniculatus (bird's-foot trefoil)","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718226784_JPEG_20240612_170634_642166238413384396-jpg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264655","264655","610016","jamestague","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.33895,-71.211647,"true","","","2024-06-12 17:04:39+0000","United States","Middlesex","Massachusetts","Cambridge",null,"","True Bugs","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718226463_173403416-1718226417660-jpeg-1.jpeg","Plagiognathus obscurus (obscure plant bug)","1","3","Adult","Vigilant","Reviewed (CO): Refined host and arthropod to sp.","Increasing leaf size // Mature leaf","Verbena urticifolia (white vervain)","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718226461_1555498017-1718226302925-jpeg-1.jpeg","Transect","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264655","264655","610017","jamestague","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.33895,-71.211647,"true","","","2024-06-12 17:04:39+0000","United States","Middlesex","Massachusetts","Cambridge",null,"","Ants","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718226470_176311692-1718226462518-jpeg-1.jpeg","","1","3","Adult","Moving","Sp. ID in progress: CO","Increasing leaf size // Mature leaf","Verbena urticifolia (white vervain)","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718226461_1555498017-1718226302925-jpeg-1.jpeg","Transect","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264654","264654","610015","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.37508,-71.11693,"true","","","2024-06-12 17:01:25+0000","United States","Middlesex","Massachusetts","Cambridge",null,"","Aphids and Allies","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718226308_JPEG_20240612_170301_1456518046463308989-jpg-1.jpeg","","3","3","","","","Flowers or flower buds // Open flowers // Mature leaf","Lotus corniculatus (bird's-foot trefoil)","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718226306_JPEG_20240612_170129_3147790052644198664-jpg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264653","264653","610014","saragardner","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.338468,-71.187161,"true","","","2024-06-12 17:02:00+0000","United States","Middlesex","Massachusetts","Cambridge",null,"","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718226230_photo-30-jpg-1.jpeg,/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718226232_photo-31-jpg-1.jpeg","","1","13","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Securigera varia (crownvetch)","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718226228_photo-29-jpg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264652","264652","610012","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.320327,-71.129238,"true","","","2024-06-12 16:56:16+0000","United States","Middlesex","Massachusetts","Cambridge",null,"","True Bugs","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718226032_JPEG_20240612_165651_3183818174963173221-jpg-1.jpeg","","1","15","","Feeding","","Flowers or flower buds // Open flowers // Mature leaf","Lotus corniculatus (bird's-foot trefoil)","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718226031_JPEG_20240612_165619_5570920989706416342-jpg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264652","264652","610013","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.320327,-71.129238,"true","","","2024-06-12 16:56:16+0000","United States","Middlesex","Massachusetts","Cambridge",null,"","True Bugs","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718226033_JPEG_20240612_165808_413206697071911765-jpg-1.jpeg","","1","9","","","","Flowers or flower buds // Open flowers // Mature leaf","Lotus corniculatus (bird's-foot trefoil)","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718226031_JPEG_20240612_165619_5570920989706416342-jpg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264651","264651","610011","saragardner","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.342973,-71.067105,"true","","","2024-06-12 16:58:13+0000","United States","Middlesex","Massachusetts","Cambridge",null,"","Harvestman","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718225993_photo-27-jpg-1.jpeg","","1","6","Adult","Resting","","Mature leaf","Solidago (goldenrod)","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_1718225989_photo-26-jpg-1.jpeg","Area search","","","","","","","","","","","","","","","",""
