observation_url,id,row_id,username,license,license_url,lat,lng,geoprivacy,hotspot,event,observed,country,county,state,municipality,postcode,observation_notes,___Survey_method,___Time_of_survey,___Is_the_host_plant_wet_,___Host_plant_photoshoot,___Host_plant_species,___Host_plant_phenology,___Arthropod_group,___Bug_photoshoot,___Arthropod_taxon,___Quantity,___Body_length_(mm),___Developmental_stage,___Activity,___Review_(Admin_Only),___Survey_duration_(mn),__Host_folivory_type_(pick_all_that_applies),__Weather,____Temperature_(C),____Windspeed__Beaufort_Scale_,___Host_folivory_score,_____Species_ID_confidence_level_(for_set_of_records)_(%),___Humidity_(%),___Trapping_method,__Track_type,__Sign_of_activity_,___Track_photoshoot
"https://www.anecdata.org/posts/view/265813","265813","613376","kateestrop","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.3869,-71.071114,"true","","","2024-06-24 14:32:05+0000","United States","Norfolk County","Massachusetts","Brookline",null,"","Area search","14:35:35","No","","Betula nigra (river birch)","Increasing leaf size","Beetles","/img/uploads/posts/2024-06-24/_apu_2024-06-24_1719254353_273474148-1719254183077-jpeg-1.jpeg","","1","5","Adult","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265813","265813","613377","kateestrop","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.3869,-71.071114,"true","","","2024-06-24 14:32:05+0000","United States","Norfolk County","Massachusetts","Brookline",null,"","Area search","14:35:35","No","","Betula nigra (river birch)","Increasing leaf size","True Bugs","/img/uploads/posts/2024-06-24/_apu_2024-06-24_1719254354_1938081825-1719254206864-jpeg-1.jpeg","","1","2","Nymph","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265813","265813","613378","kateestrop","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.3869,-71.071114,"true","","","2024-06-24 14:32:05+0000","United States","Norfolk County","Massachusetts","Brookline",null,"","Area search","14:35:35","No","","Betula nigra (river birch)","Increasing leaf size","True Bugs","/img/uploads/posts/2024-06-24/_apu_2024-06-24_1719254355_1833687918-1719254240547-jpeg-1.jpeg","","1","3","Adult","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265813","265813","613379","kateestrop","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.3869,-71.071114,"true","","","2024-06-24 14:32:05+0000","United States","Norfolk County","Massachusetts","Brookline",null,"","Area search","14:35:35","No","","Betula nigra (river birch)","Increasing leaf size","Cicadas, Leafhoppers, and Treehoppers","/img/uploads/posts/2024-06-24/_apu_2024-06-24_1719254356_1401455124-1719254306759-jpeg-1.jpeg","","1","3","Adult","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265756","265756","613255","jillbrogan","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.380519,-71.129749,"true","","","2024-06-24 10:28:38+0000","United States","Middlesex County","Massachusetts","Medford","`02155","","Walking","10:28","No","/img/uploads/posts/2024-06-24/_apu_2024-06-24_1719239650_JPEG_20240624_103237_2694604858298926172-jpg-1.jpeg","Prunus serotina (black cherry)","Mature leaf // Other - please name or describe: second flush of leaves ","Moths and Butterflies","/img/uploads/posts/2024-06-24/_apu_2024-06-24_1719239653_JPEG_20240624_103339_2303884316501656130-jpg-1.jpeg","Malacosoma americanum (eastern tent caterpillar)","8","7","Egg, eggsac, or egg mass","Dormant or diapausing","Reviewed (CO)","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265724","265724","613160","jillbrogan","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.473921,-71.130067,"true","","","2024-06-10 10:03:24+0000","United States","Middlesex County","Massachusetts","Medford","`02155","","Walking","","Yes","/img/uploads/posts/2024-06-24/_apu_2024-06-24_1719232709_1000004103-1718028277012-jpeg-1.jpeg","Vaccinium angustifolium (lowbush blueberry)","Fruiting // Mature leaf","Moths and Butterflies","/img/uploads/posts/2024-06-24/_apu_2024-06-24_1719232712_1000004099-1718028319649-jpeg-1.jpeg,/img/uploads/posts/2024-06-24/_apu_2024-06-24_1719232715_1000004100-1718028319975-jpeg-1.jpeg","Papilio (swallowtails)","1","22","Adult","Resting","Sp. ID in progress: CO: It could also be the spicebush swallowtail. Also, these butterflies have a body length of 0.79–1.1 in (20–28 mm). I will correct the length and relax to genus (from Papilio polyxenes) until we investigate some more.","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265696","265696","613026","saundeae","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",41.648221,-72.628601,"true","","","2024-06-23 13:45:20+0000","United States","Capitol Planning Region","Connecticut","Newington","`06111","Unsure of activity. Could have been feeding or resting. Body length difficult to discern due to wings.","Incidental","13:14","No","/img/uploads/posts/2024-06-24/_apu_2024-06-24_1719266190_photo-47-jpg-1.jpeg,/img/uploads/posts/2024-06-24/_apu_2024-06-24_1719266193_photo-48-jpg-1.jpeg,/img/uploads/posts/2024-06-24/_apu_2024-06-24_1719266196_photo-49-jpg-1.jpeg","Lonicera (honeysuckle)","Flowers or flower buds // Open flowers // Mature leaf","Moths and Butterflies","/img/uploads/posts/2024-06-23/_apu_2024-06-23_1719164857_photo-45-jpg-1.jpeg,/img/uploads/posts/2024-06-23/_apu_2024-06-23_1719164858_photo-46-jpg-1.jpeg","Megalographa biloba","1","16","Adult","Vigilant","Reviewed (CO): Setting it to Reviewed although host at genus, it's Japanese or Morrow's honeysuckle (not native) + increased length to 16 from 10, and added 'vigilant' activity.","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265695","265695","613024","saundeae","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",41.772237,-72.777796,"true","","","2024-06-23 13:06:00+0000","United States","Capitol Planning Region","Connecticut","Newington","`06111","2 pairs of the beetles, at least one pair was mating","Incidental","13:06","No","","Spiraea japonica (Japanese meadowsweet)","Flowers or flower buds // Open flowers // Mature leaf","Beetles","/img/uploads/posts/2024-06-23/_apu_2024-06-23_1719164706_photo-39-jpg-1.jpeg,/img/uploads/posts/2024-06-23/_apu_2024-06-23_1719164706_photo-40-jpg-1.jpeg,/img/uploads/posts/2024-06-23/_apu_2024-06-23_1719164707_photo-41-jpg-1.jpeg","Popillia japonica","4","8","Adult","Mating","Reviewed (CO): Set to species / Note that ideally you would split that record: one for the mating ones, one for the other ones - assuming there all more or less the same length, same stage, etc.","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265695","265695","613025","saundeae","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",41.772237,-72.777796,"true","","","2024-06-23 13:06:00+0000","United States","Capitol Planning Region","Connecticut","Newington","`06111","2 pairs of the beetles, at least one pair was mating","Incidental","13:06","No","","Spiraea japonica (Japanese meadowsweet)","Flowers or flower buds // Open flowers // Mature leaf","Flies","/img/uploads/posts/2024-06-23/_apu_2024-06-23_1719164708_photo-42-jpg-1.jpeg,/img/uploads/posts/2024-06-23/_apu_2024-06-23_1719164709_photo-43-jpg-1.jpeg,/img/uploads/posts/2024-06-23/_apu_2024-06-23_1719164709_photo-44-jpg-1.jpeg","Toxomerus","2","5","Adult","Moving","Sp. ID in progress: CO: Hard to tell from this angle, a shot of the dorsal would help (not that they stay in place)","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265660","265660","612927","saundeae","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",41.774565,-72.69451,"true","","","2024-06-22 14:50:00+0000","United States","Capitol Planning Region","Connecticut","Newington","`06111","Host plant is Coreopsis cultivar, most likely a hybrid.","Incidental","14:50","No","/img/uploads/posts/2024-06-25/_apu_2024-06-25_1719274884_photo-50-jpg-1.jpeg,/img/uploads/posts/2024-06-25/_apu_2024-06-25_1719274886_photo-51-jpg-1.jpeg,/img/uploads/posts/2024-06-25/_apu_2024-06-25_1719274887_photo-52-jpg-1.jpeg","Coreopsis (tickseed)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719098004_photo-34-jpg-1.jpeg,/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719098004_photo-35-jpg-1.jpeg,/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719098005_photo-36-jpg-1.jpeg","Halictini","1","7","Adult","Foraging","Sp. ID in progress: CO: Arthropod set to tribe","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265660","265660","612928","saundeae","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",41.774565,-72.69451,"true","","","2024-06-22 14:50:00+0000","United States","Capitol Planning Region","Connecticut","Newington","`06111","Host plant is Coreopsis cultivar, most likely a hybrid.","Incidental","14:50","No","/img/uploads/posts/2024-06-25/_apu_2024-06-25_1719274884_photo-50-jpg-1.jpeg,/img/uploads/posts/2024-06-25/_apu_2024-06-25_1719274886_photo-51-jpg-1.jpeg,/img/uploads/posts/2024-06-25/_apu_2024-06-25_1719274887_photo-52-jpg-1.jpeg","Coreopsis (tickseed)","Flowers or flower buds // Open flowers // Mature leaf","Flies","/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719098006_photo-37-jpg-1.jpeg,/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719098006_photo-38-jpg-1.jpeg","","1","5","Adult","Resting","Sp. ID in progress: CO","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265659","265659","612922","saundeae","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",41.806353,-72.770239,"true","","","2024-06-22 14:42:00+0000","United States","Capitol Planning Region","Connecticut","Newington","`06111","","Incidental","14:42","No","/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719097686_photo-33-jpg-1.jpeg","Asclepias syriaca (common milkweed)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719097686_photo-21-jpg-1.jpeg,/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719097687_photo-22-jpg-1.jpeg,/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719097688_photo-23-jpg-1.jpeg,/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719097689_photo-24-jpg-1.jpeg,/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719097690_photo-25-jpg-1.jpeg","Bombus griseocollis","3","14","Adult","Feeding","Reviewed (CO): Set host to sp.","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265659","265659","612923","saundeae","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",41.806353,-72.770239,"true","","","2024-06-22 14:42:00+0000","United States","Capitol Planning Region","Connecticut","Newington","`06111","","Incidental","14:42","No","/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719097686_photo-33-jpg-1.jpeg","Asclepias syriaca (common milkweed)","Flowers or flower buds // Open flowers // Mature leaf","Flies","/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719097690_photo-26-jpg-1.jpeg","Condylostylus","1","4","Adult","Resting","Sp. ID in progress: CO","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265659","265659","612924","saundeae","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",41.806353,-72.770239,"true","","","2024-06-22 14:42:00+0000","United States","Capitol Planning Region","Connecticut","Newington","`06111","","Incidental","14:42","No","/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719097686_photo-33-jpg-1.jpeg","Asclepias syriaca (common milkweed)","Flowers or flower buds // Open flowers // Mature leaf","Beetles","/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719097691_photo-27-jpg-1.jpeg,/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719097691_photo-28-jpg-1.jpeg","Harmonia axyridis","1","3","Adult","Resting","Reviewed (CO): Set arthropod to sp + adjusted length from 3 to 5 (assessed in relation to flower) Note that H. axyridis's body length range is 4–7 mm.","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265659","265659","612925","saundeae","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",41.806353,-72.770239,"true","","","2024-06-22 14:42:00+0000","United States","Capitol Planning Region","Connecticut","Newington","`06111","","Incidental","14:42","No","/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719097686_photo-33-jpg-1.jpeg","Asclepias syriaca (common milkweed)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719097692_photo-29-jpg-1.jpeg,/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719097693_photo-30-jpg-1.jpeg,/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719097694_photo-31-jpg-1.jpeg","Hylaeus","1","7","Adult","Resting","Sp. ID in progress: CO: Length might be slightly smaller than 7 (assessed in relation to host vein pattern)","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265659","265659","612926","saundeae","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",41.806353,-72.770239,"true","","","2024-06-22 14:42:00+0000","United States","Capitol Planning Region","Connecticut","Newington","`06111","","Incidental","14:42","No","/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719097686_photo-33-jpg-1.jpeg","Asclepias syriaca (common milkweed)","Flowers or flower buds // Open flowers // Mature leaf","Flies","/img/uploads/posts/2024-06-22/_apu_2024-06-22_1719097694_photo-32-jpg-1.jpeg","Condylostylus","1","4","Adult","Resting","Sp. ID in progress: CO","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265558","265558","612645","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.408962,-71.167345,"true","","","2024-06-21 15:58:14+0000","United States","Middlesex County","Massachusetts","Somerville",null,"EwA iNat records at https://tinyurl.com/4j2nxjry","Area search","15:58:50","No","","Asclepias syriaca (common milkweed)","Flowers or flower buds // Open flowers // Mature leaf","Moths and Butterflies","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1719000391_851866258-1719000132705-jpeg-1.jpeg","Danaus plexippus (Monarch)","1","50","Larva or caterpillar","Resting","Reviewed (AS)","10","Margin-feeding // Hole-feeding","Partly/mostly sunny","26","3 (8-12 mph or 12-19 kmh)","Light (6-10%)","95","56","","","",""
"https://www.anecdata.org/posts/view/265558","265558","612646","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.408962,-71.167345,"true","","","2024-06-21 15:58:14+0000","United States","Middlesex County","Massachusetts","Somerville",null,"EwA iNat records at https://tinyurl.com/4j2nxjry","Area search","15:58:50","No","","Asclepias syriaca (common milkweed)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1719000392_1881812705-1719000194876-jpeg-1.jpeg","Apis mellifera (honey bee)","2","14","Adult","Foraging","Reviewed (AS)","10","Margin-feeding // Hole-feeding","Partly/mostly sunny","26","3 (8-12 mph or 12-19 kmh)","Light (6-10%)","95","56","","","",""
"https://www.anecdata.org/posts/view/265558","265558","612647","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.408962,-71.167345,"true","","","2024-06-21 15:58:14+0000","United States","Middlesex County","Massachusetts","Somerville",null,"EwA iNat records at https://tinyurl.com/4j2nxjry","Area search","15:58:50","No","","Asclepias syriaca (common milkweed)","Flowers or flower buds // Open flowers // Mature leaf","Flies","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1719000393_1965804096-1719000370167-jpeg-1.jpeg","Lucilia","1","7","Adult","Moving","Sp. ID in progress: AS","10","Margin-feeding // Hole-feeding","Partly/mostly sunny","26","3 (8-12 mph or 12-19 kmh)","Light (6-10%)","95","56","","","",""
"https://www.anecdata.org/posts/view/265558","265558","612648","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.408962,-71.167345,"true","","","2024-06-21 15:58:14+0000","United States","Middlesex County","Massachusetts","Somerville",null,"EwA iNat records at https://tinyurl.com/4j2nxjry","Area search","15:58:50","No","","Asclepias syriaca (common milkweed)","Flowers or flower buds // Open flowers // Mature leaf","Beetles","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1719001459_1407267756-1719001394635-jpeg-1.jpeg","Harmonia axyridis","1","5","Adult","Moving","Reviewed (AS)","10","Margin-feeding // Hole-feeding","Partly/mostly sunny","26","3 (8-12 mph or 12-19 kmh)","Light (6-10%)","95","56","","","",""
"https://www.anecdata.org/posts/view/265558","265558","612649","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.408962,-71.167345,"true","","","2024-06-21 15:58:14+0000","United States","Middlesex County","Massachusetts","Somerville",null,"EwA iNat records at https://tinyurl.com/4j2nxjry","Area search","15:58:50","No","","Asclepias syriaca (common milkweed)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1719001460_1381001165-1719001457359-jpeg-1.jpeg","Bombus griseocollis","1","17","Adult","Moving","Reviewed (AS)","10","Margin-feeding // Hole-feeding","Partly/mostly sunny","26","3 (8-12 mph or 12-19 kmh)","Light (6-10%)","95","56","","","",""
"https://www.anecdata.org/posts/view/265558","265558","612652","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.408962,-71.167345,"true","","","2024-06-21 15:58:14+0000","United States","Middlesex County","Massachusetts","Somerville",null,"EwA iNat records at https://tinyurl.com/4j2nxjry","Area search","15:58:50","No","","Asclepias syriaca (common milkweed)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1719000951_1540415486-1719000862798-jpeg-1.jpeg","Anthidium manicatum","1","13","Adult","Resting","Reviewed (AS)","10","Margin-feeding // Hole-feeding","Partly/mostly sunny","26","3 (8-12 mph or 12-19 kmh)","Light (6-10%)","95","56","","","",""
"https://www.anecdata.org/posts/view/265550","265550","612632","saundeae","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",41.775553,-72.767042,"true","","","2024-06-20 12:43:00+0000","United States","Capitol Planning Region","Connecticut","Newington","`06111","Host plant is a Coreopsis cultivar, most likely a hybrid.","Incidental","12:43","No","/img/uploads/posts/2024-06-25/_apu_2024-06-25_1719275067_photo-53-jpg-1.jpeg,/img/uploads/posts/2024-06-25/_apu_2024-06-25_1719275068_photo-54-jpg-1.jpeg,/img/uploads/posts/2024-06-25/_apu_2024-06-25_1719275070_photo-55-jpg-1.jpeg","Coreopsis (tickseed)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718999527_photo-17-jpg-1.jpeg,/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718999527_photo-18-jpg-1.jpeg,/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718999528_photo-19-jpg-1.jpeg,/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718999529_photo-20-jpg-1.jpeg","Halictus ligatus","1","9","Adult","Foraging","Reviewed (CO): Set arthropod to species / Discussed with Anna about host.","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265549","265549","612631","saundeae","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",41.77017,-72.756933,"true","","","2024-06-21 14:27:00+0000","United States","Capitol Planning Region","Connecticut","Newington","`06111","","Incidental","14:27","No","","Melissa officinalis (common balm)","Flowers or flower buds // Mature leaf","Flies","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718999386_photo-16-jpg-1.jpeg","Toxomerus marginatus","1","5","Adult","Resting","Reviewed (CO)","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265548","265548","612629","saundeae","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",41.743578,-72.820012,"true","","","2024-06-21 15:43:34+0000","United States","Capitol Planning Region","Connecticut","Newington","`06111","Not certain of rudbeckia sp. Will update when it blooms :)","Incidental","14:20","No","/img/uploads/posts/2024-06-26/_apu_2024-06-26_1719414502_photo-1-jpg-1.jpeg","Rudbeckia triloba (browneyed Susan)","Mature leaf","Beetles","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718999179_photo-12-jpg-1.jpeg,/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718999181_photo-13-jpg-1.jpeg","Propylaea quatuordecimpunctata","1","4","Adult","Resting","Reviewed (CO): Agree with the arthropod sp and its length. host clarified with Anna. Note that there is a spelling mistake in the Anecdata taxon key (should be Propylea quatuordecimpunctata)","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265548","265548","612630","saundeae","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",41.743578,-72.820012,"true","","","2024-06-21 15:43:34+0000","United States","Capitol Planning Region","Connecticut","Newington","`06111","Not certain of rudbeckia sp. Will update when it blooms :)","Incidental","14:20","No","/img/uploads/posts/2024-06-26/_apu_2024-06-26_1719414502_photo-1-jpg-1.jpeg","Rudbeckia triloba (browneyed Susan)","Mature leaf","Lacewings and Owlflies","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718999184_photo-14-jpg-1.jpeg,/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718999186_photo-15-jpg-1.jpeg","Micromus posticus","1","5","Adult","Resting","Sp. ID in progress: CO: Micromus can be hard to distinguish. Also note that if it is Micromus posticus, the sp's average body length is 6-7.5 mm","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265545","265545","612623","saundeae","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",41.666578,-72.775023,"true","","","2024-06-21 15:32:57+0000","United States","Capitol Planning Region","Connecticut","Newington","`06111","","Incidental","14:17","No","","Achillea millefolium (bloodwort)","Flowers or flower buds // Open flowers // Mature leaf","Moths and Butterflies","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718998694_photo-1-jpg-1.jpeg,/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718998696_photo-2-jpg-1.jpeg,/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718998698_photo-3-jpg-1.jpeg","Lepidoptera (butterflies)","1","15","Larva or caterpillar","Feeding","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265545","265545","612624","saundeae","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",41.666578,-72.775023,"true","","","2024-06-21 15:32:57+0000","United States","Capitol Planning Region","Connecticut","Newington","`06111","","Incidental","14:17","No","","Achillea millefolium (bloodwort)","Flowers or flower buds // Open flowers // Mature leaf","Harvestman","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718998700_photo-4-jpg-1.jpeg","Opiliones (daddy longlegs)","1","4","Adult","Resting","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265545","265545","612625","saundeae","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",41.666578,-72.775023,"true","","","2024-06-21 15:32:57+0000","United States","Capitol Planning Region","Connecticut","Newington","`06111","","Incidental","14:17","No","","Achillea millefolium (bloodwort)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718998701_photo-5-jpg-1.jpeg,/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718998703_photo-6-jpg-1.jpeg,/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718998704_photo-7-jpg-1.jpeg","Ceratina","1","7","Adult","Foraging","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265534","265534","612587","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.299989,-71.244096,"true","","","2024-06-21 11:44:55+0000","United States","Middlesex County","Massachusetts","Cambridge",null,"Smaller milkweed beetle might be a male, larger one might be female","Area search","11:45:01","No","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718984802_1000030366-1718984713131-jpeg-1.jpeg","Asclepias syriaca (common milkweed)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718984803_1000030367-1718984736327-jpeg-1.jpeg","Apis mellifera (honey bee)","2","12","Adult","Foraging","Reviewed (CO)","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265534","265534","612588","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.299989,-71.244096,"true","","","2024-06-21 11:44:55+0000","United States","Middlesex County","Massachusetts","Cambridge",null,"Smaller milkweed beetle might be a male, larger one might be female","Area search","11:45:01","No","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718984802_1000030366-1718984713131-jpeg-1.jpeg","Asclepias syriaca (common milkweed)","Flowers or flower buds // Open flowers // Mature leaf","Beetles","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718984804_1000030379-1718984771412-jpeg-1.jpeg","Tetraopes tetrophthalmus (red milkweed beetle)","1","10","Adult","Moving","Reviewed (CO)","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265534","265534","612591","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.299989,-71.244096,"true","","","2024-06-21 11:44:55+0000","United States","Middlesex County","Massachusetts","Cambridge",null,"Smaller milkweed beetle might be a male, larger one might be female","Area search","11:45:01","No","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718984802_1000030366-1718984713131-jpeg-1.jpeg","Asclepias syriaca (common milkweed)","Flowers or flower buds // Open flowers // Mature leaf","Beetles","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718984936_1000030380-1718984912330-jpeg-1.jpeg","Tetraopes tetrophthalmus (red milkweed beetle)","1","13","Adult","Resting","Reviewed (CO)","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265519","265519","612529","lincolnellsworth","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.337559,-71.134058,"true","","","2024-06-21 10:39:52+0000","United States","Middlesex County","Massachusetts","Somerville",null,"","Area search","10:43:55","Yes","","Quercus rubra (northern red oak)","Mature leaf","Flies","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718981044_photo-29-jpg-1.jpeg,/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718981049_photo-30-jpg-1.jpeg","","2","3","Adult","Resting","Sp. ID in progress: CO: Corrected Arthropod group from planthopper to flies","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/265519","265519","612530","lincolnellsworth","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.337559,-71.134058,"true","","","2024-06-21 10:39:52+0000","United States","Middlesex County","Massachusetts","Somerville",null,"","Area search","10:43:55","Yes","","Quercus rubra (northern red oak)","Mature leaf","Cicadas, Leafhoppers, and Treehoppers","/img/uploads/posts/2024-06-21/_apu_2024-06-21_1718981051_photo-31-jpg-1.jpeg","Cicadellidae (cicadellids)","1","4","Adult","Resting","Sp. ID in progress: CO: Corrected Arthropod group from flies to leafhopper + refined taxon to Cicadellidae","","","","","","","","","","","",""
